2.000000000000000111e-01 0.000000000000000000e+00
6.000000000000000888e-01 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000133e+00 0.000000000000000000e+00
1.800000000000000044e+00 0.000000000000000000e+00
2.200000000000000178e+00 0.000000000000000000e+00
2.600000000000000533e+00 0.000000000000000000e+00
3.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000355e+00 0.000000000000000000e+00
3.799999999999999822e+00 0.000000000000000000e+00
4.200000000000000178e+00 2.720783606265186438e-04
4.600000000000000533e+00 9.613741525515028252e-01
5.000000000000000000e+00 8.133441477761254035e+00
5.400000000000000355e+00 9.615948610382197614e+00
5.800000000000000711e+00 6.035023584119768358e+00
6.200000000000000178e+00 3.729472807094538656e+00
6.600000000000000533e+00 2.683991085628251838e+00
7.000000000000000000e+00 2.418138914556490882e+00
7.400000000000000355e+00 2.609487926171786931e+00
7.800000000000000711e+00 3.361268466894966167e+00
8.199999999999999289e+00 4.438192275779794471e+00
8.600000000000001421e+00 5.275758893231099478e+00
9.000000000000000000e+00 5.453277866393291262e+00
9.400000000000002132e+00 4.961230354077446947e+00
9.800000000000000711e+00 4.288327957073282626e+00
1.019999999999999929e+01 3.408953732710515272e+00
1.060000000000000142e+01 2.444557955316768449e+00
1.100000000000000000e+01 1.784845916912123576e+00
1.140000000000000213e+01 1.471968716133518873e+00
1.180000000000000071e+01 1.461760009815965100e+00
1.219999999999999929e+01 1.667088260152478130e+00
1.260000000000000142e+01 1.998094310754214176e+00
1.300000000000000000e+01 2.347531074209403545e+00
1.340000000000000213e+01 2.546818140851495382e+00
1.380000000000000071e+01 2.548909473458665698e+00
1.419999999999999929e+01 2.428634627275137348e+00
1.460000000000000142e+01 2.248158852284110054e+00
1.500000000000000000e+01 2.031970901117036821e+00
1.540000000000000213e+01 1.898243917516029722e+00
1.580000000000000071e+01 1.786036863397389540e+00
1.620000000000000284e+01 1.758810836949638912e+00
1.660000000000000142e+01 1.817490136415342628e+00
1.700000000000000000e+01 1.882259085851492930e+00
1.739999999999999858e+01 1.922008028105811395e+00
1.780000000000000071e+01 1.871449717819290814e+00
1.820000000000000284e+01 1.772347747259159778e+00
1.860000000000000142e+01 1.628900556064313720e+00
1.900000000000000000e+01 1.507608986662979378e+00
1.940000000000000213e+01 1.396351062604668680e+00
1.980000000000000071e+01 1.338960977920399920e+00
2.020000000000000284e+01 1.310212922010212777e+00
2.060000000000000142e+01 1.328696947993053712e+00
2.100000000000000000e+01 1.378652081217414116e+00
2.140000000000000213e+01 1.431446111028149337e+00
2.180000000000000071e+01 1.461220605580180631e+00
2.220000000000000284e+01 1.460944204170927962e+00
2.260000000000000142e+01 1.436347461958876970e+00
2.300000000000000000e+01 1.379514366730445252e+00
2.340000000000000213e+01 1.304511195604993290e+00
2.380000000000000071e+01 1.252764330697984319e+00
2.420000000000000284e+01 1.206428627679930088e+00
2.460000000000000142e+01 1.192595033280542172e+00
2.500000000000000000e+01 1.179483095908967050e+00
2.540000000000000213e+01 1.178383952561195658e+00
2.580000000000000071e+01 1.176229828229393704e+00
2.620000000000000284e+01 1.169934540863154515e+00
2.660000000000000142e+01 1.147049084073430425e+00
2.700000000000000000e+01 1.121524060894128150e+00
2.740000000000000213e+01 1.092556256853452368e+00
2.780000000000000071e+01 1.065941432708438219e+00
2.820000000000000284e+01 1.035627021687627103e+00
2.860000000000000142e+01 1.021993468408424866e+00
2.900000000000000000e+01 1.010329096699260409e+00
2.940000000000000213e+01 1.015270299030891499e+00
2.980000000000000071e+01 1.019410851777117211e+00
